序号,院系名称,专业名称,班级名称,学号,姓名（可能有重名）,实验项目名称,上课周次,上课星期,开始节次,结束节次,上课教师,实验人数,课时
229,学院005,专业012,班级102,S000002184,学生2167,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
230,学院005,专业012,班级144,S000002622,学生2599,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
231,学院005,专业013,班级022,S000000330,学生330,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
232,学院006,专业081,班级138,S000002339,学生2319,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
233,学院011,专业028,班级043,S000001208,学生634,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
234,学院011,专业028,班级112,S000001509,学生1500,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
235,学院005,专业047,班级070,S000001137,学生1132,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
236,学院001,专业003,班级003,S000000016,学生016,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
237,学院004,专业010,班级019,S000000224,学生224,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
238,学院009,专业026,班级064,S000001033,学生1029,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
239,学院001,专业006,班级009,S000002167,学生2150,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
240,学院009,专业061,班级089,S000001302,学生1296,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
241,学院009,专业023,班级038,S000000684,学生684,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
242,学院009,专业066,班级101,S000001774,学生1762,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
243,学院002,专业046,班级069,S000001121,学生1116,RLC串联电路的暂态过程 大物2,8周,星期四,8,10,教师017,20,3
244,学院005,专业017,班级030,S000002768,学生2743,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
245,学院009,专业043,班级091,S000001616,学生1607,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
246,学院001,专业001,班级001,S000002799,学生2774,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
247,学院004,专业011,班级018,S000000189,学生189,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
248,学院001,专业001,班级008,S000000523,学生523,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
249,学院005,专业012,班级102,S000002196,学生2179,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
250,学院005,专业012,班级144,S000002252,学生2234,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
251,学院006,专业032,班级048,S000002453,学生2432,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
252,学院006,专业081,班级138,S000002325,学生2305,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
253,学院009,专业027,班级098,S000001866,学生1853,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
254,学院007,专业016,班级029,S000000584,学生584,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
255,学院005,专业047,班级070,S000001128,学生1123,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
256,学院011,专业054,班级106,S000001424,学生1418,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
257,学院004,专业010,班级019,S000000201,学生201,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
258,学院009,专业026,班级064,S000001005,学生1001,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
259,学院011,专业054,班级082,S000002058,学生2043,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
260,学院009,专业061,班级089,S000001295,学生1289,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
261,学院009,专业023,班级038,S000001723,学生1713,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
262,学院014,专业088,班级167,S000002831,学生2804,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
263,学院002,专业046,班级069,S000001125,学生1120,RLC串联电路的暂态过程 大物2,8周,星期五,11,13,教师034,20,3
264,学院005,专业017,班级030,S000002775,学生2750,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
265,学院009,专业043,班级091,S000001643,学生1634,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
266,学院001,专业001,班级001,S000001915,学生1902,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
267,学院004,专业011,班级018,S000000192,学生192,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
268,学院001,专业001,班级008,S000000503,学生503,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
269,学院005,专业060,班级136,S000002307,学生2287,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
270,学院009,专业074,班级123,S000001806,学生1794,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
271,学院005,专业013,班级022,S000000275,学生275,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
272,学院006,专业081,班级138,S000002342,学生2322,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
273,学院009,专业027,班级098,S000001861,学生1848,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
274,学院007,专业016,班级029,S000000550,学生550,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
275,学院005,专业047,班级070,S000001141,学生1136,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
276,学院011,专业054,班级106,S000002734,学生2709,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
277,学院004,专业010,班级019,S000000130,学生130,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
278,学院009,专业026,班级041,S000001035,学生1031,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
279,学院011,专业054,班级082,S000002054,学生2040,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
280,学院009,专业061,班级089,S000001290,学生1284,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
281,学院009,专业023,班级038,S000001733,学生1722,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
282,学院009,专业066,班级100,S000002458,学生2437,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
283,学院002,专业046,班级069,S000001123,学生1118,RLC串联电路的暂态过程 大物2,8周,星期六,3,5,教师034,20,3
284,学院005,专业017,班级030,S000002779,学生2754,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
285,学院009,专业043,班级091,S000001625,学生1616,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
286,学院001,专业001,班级001,S000000047,学生047,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
287,学院004,专业011,班级018,S000000112,学生112,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
288,学院001,专业001,班级008,S000000530,学生530,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
289,学院005,专业060,班级136,S000002300,学生2280,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
290,学院009,专业074,班级123,S000001782,学生1770,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
291,学院005,专业013,班级022,S000000243,学生243,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
292,学院006,专业081,班级138,S000002349,学生2329,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
293,学院009,专业027,班级098,S000001858,学生1845,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
294,学院007,专业016,班级029,S000000586,学生586,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
295,学院005,专业047,班级070,S000001145,学生1140,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
296,学院011,专业054,班级106,S000002740,学生2715,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
297,学院004,专业010,班级019,S000000123,学生123,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
298,学院009,专业026,班级041,S000001015,学生1011,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
299,学院001,专业006,班级009,S000002174,学生2157,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
300,学院009,专业061,班级089,S000001280,学生1274,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
301,学院009,专业023,班级038,S000001767,学生1755,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
302,学院009,专业066,班级100,S000002461,学生2439,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
303,学院009,专业041,班级065,S000001023,学生1019,RLC串联电路的暂态过程 大物2,8周,星期六,8,10,教师034,20,3
304,学院005,专业017,班级030,S000002770,学生2745,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
305,学院009,专业043,班级091,S000001631,学生1622,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
306,学院001,专业001,班级001,S000001898,学生1885,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
307,学院004,专业011,班级018,S000000207,学生207,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
308,学院001,专业001,班级008,S000000024,学生024,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
309,学院005,专业012,班级102,S000002214,学生2196,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
310,学院005,专业012,班级144,S000002641,学生2618,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
311,学院005,专业013,班级022,S000000281,学生281,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
312,学院006,专业081,班级138,S000002324,学生2304,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
313,学院011,专业028,班级043,S000000886,学生884,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
314,学院007,专业016,班级029,S000000569,学生569,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
315,学院005,专业047,班级070,S000001135,学生1130,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
316,学院011,专业054,班级106,S000001449,学生1443,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
317,学院004,专业010,班级019,S000000181,学生181,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
318,学院009,专业026,班级041,S000001010,学生1006,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
319,学院011,专业054,班级082,S000001206,学生1201,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
320,学院009,专业061,班级089,S000001283,学生1277,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
321,学院009,专业023,班级038,S000001770,学生1758,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
322,学院014,专业088,班级167,S000002867,学生2840,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
323,学院013,专业040,班级061,S000000953,学生949,RLC串联电路的暂态过程 大物2,8周,星期六,11,13,教师034,20,3
324,学院005,专业017,班级030,S000002787,学生2762,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
325,学院009,专业043,班级091,S000001617,学生1608,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
326,学院001,专业001,班级001,S000001897,学生1884,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
327,学院004,专业011,班级018,S000000163,学生163,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
328,学院001,专业001,班级008,S000000510,学生510,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
329,学院005,专业012,班级102,S000002206,学生2188,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
330,学院005,专业012,班级144,S000002628,学生2605,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
331,学院006,专业032,班级048,S000000813,学生812,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
332,学院006,专业081,班级138,S000002330,学生2310,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
333,学院009,专业027,班级098,S000001867,学生1854,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
334,学院007,专业016,班级029,S000000486,学生486,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
335,学院005,专业047,班级070,S000001140,学生1135,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
336,学院011,专业054,班级106,S000002163,学生2146,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
337,学院004,专业010,班级019,S000000206,学生206,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
338,学院009,专业026,班级041,S000001028,学生1024,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
339,学院001,专业006,班级009,S000000060,学生060,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
340,学院009,专业061,班级089,S000001300,学生1294,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
341,学院009,专业023,班级038,S000001754,学生1743,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
342,学院009,专业066,班级100,S000002460,学生597,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
343,学院013,专业040,班级061,S000002651,学生2628,RLC串联电路的暂态过程 大物2,8周,星期日,3,5,教师034,20,3
344,学院005,专业017,班级030,S000002750,学生2725,RLC串联电路的暂态过程 大物2,8周,星期日,8,10,教师034,20,3
345,学院009,专业043,班级066,S000001113,学生1108,RLC串联电路的暂态过程 大物2,8周,星期日,8,10,教师034,20,3
346,学院001,专业001,班级001,S000001911,学生1898,RLC串联电路的暂态过程 大物2,8周,星期日,8,10,教师034,20,3
347,学院004,专业011,班级017,S000000219,学生219,RLC串联电路的暂态过程 大物2,8周,星期日,8,10,教师034,20,3
